1.00000,2.32194
2.00000,2.05543
3.00000,1.77662
4.00000,1.46596
5.00000,1.20519
6.00000,0.88616
7.00000,0.69572
8.00000,0.46501
9.00000,0.18839
10.00000,-0.19180
11.00000,-0.38393
12.00000,-0.57063
13.00000,-0.81920
14.00000,-1.10322
15.00000,-1.38864
16.00000,-1.63152
17.00000,-1.94305
18.00000,-2.06534
19.00000,-2.40698
20.00000,-2.71040
21.00000,-3.00856
22.00000,-3.39639
23.00000,-3.72734
24.00000,-4.14457
25.00000,-4.54174
26.00000,-4.99897
27.00000,-5.47515
28.00000,-6.03998
29.00000,-6.43977
30.00000,-7.00026
31.00000,-7.46485
32.00000,-7.76927
33.00000,-8.31602
34.00000,-8.40945
35.00000,-8.43961
36.00000,-8.64719
37.00000,-8.33896
38.00000,-8.05542
39.00000,-8.04768
40.00000,-8.97726
41.00000,-9.62106
42.00000,-9.83159
43.00000,-10.07919
44.00000,-10.49760
45.00000,-10.35859
46.00000,-10.42542
47.00000,-11.02442
48.00000,-11.08139
49.00000,-11.50527
50.00000,-11.28236
51.00000,-11.67974
52.00000,-11.39001
53.00000,-11.84315
54.00000,-11.93164
55.00000,-12.35652
56.00000,-12.00052
57.00000,-12.11688
58.00000,-12.23986
59.00000,-12.71827
60.00000,-12.78476
61.00000,-12.55534
62.00000,-12.69307
63.00000,-12.93830
64.00000,-13.19452
65.00000,-13.61570
66.00000,-13.55329
67.00000,-13.54119
68.00000,-13.41463
69.00000,-13.38731
70.00000,-13.85567
71.00000,-14.46741
72.00000,-14.33247
73.00000,-15.01197
74.00000,-15.00518
75.00000,-14.38013
76.00000,-14.36797
77.00000,-14.40432
78.00000,-14.62986
79.00000,-14.65073
80.00000,-14.67923
81.00000,-14.99460
82.00000,-14.49349
83.00000,-15.04728
84.00000,-14.88649
85.00000,-14.80711
86.00000,-14.39814
87.00000,-14.09962
88.00000,-14.21900
89.00000,-14.12639
90.00000,-14.16681
91.00000,-13.79415
92.00000,-13.88794
93.00000,-14.04915
94.00000,-13.89261
95.00000,-13.43325
96.00000,-13.64396
97.00000,-13.76170
98.00000,-13.34839
99.00000,-13.37988
100.00000,-13.35740
101.00000,-13.70205
102.00000,-12.84269
103.00000,-13.42256
104.00000,-13.32075
105.00000,-13.31471
106.00000,-12.96597
107.00000,-12.97411
108.00000,-13.05000
109.00000,-13.28643
110.00000,-12.83682
111.00000,-12.90663
112.00000,-12.84168
113.00000,-12.78872
114.00000,-12.89371
115.00000,-12.79362
116.00000,-12.90648
117.00000,-13.04301
118.00000,-13.08558
119.00000,-12.62542
120.00000,-12.54718
121.00000,-12.58543
122.00000,-12.83067
123.00000,-12.53499
124.00000,-12.44035
125.00000,-12.55078
126.00000,-12.38367
127.00000,-12.75914
128.00000,-12.58297
129.00000,-12.72732
130.00000,-12.40599
131.00000,-12.55408
132.00000,-12.38641
133.00000,-12.48255
134.00000,-12.59439
135.00000,-12.39599
136.00000,-12.57939
137.00000,-12.37191
138.00000,-12.42374
139.00000,-12.65574
140.00000,-12.36707
141.00000,-12.19953
142.00000,-12.15877
143.00000,-12.44067
144.00000,-12.55188
145.00000,-12.54609
146.00000,-12.46194
147.00000,-12.76080
148.00000,-12.64701
149.00000,-12.48399
150.00000,-12.40830
151.00000,-12.36849
152.00000,-12.58039
153.00000,-12.44784
154.00000,-12.54279
155.00000,-12.24551
156.00000,-12.39589
157.00000,-12.30461
158.00000,-12.40517
159.00000,-12.23717
160.00000,-12.34933
161.00000,-12.49947
162.00000,-12.45865
163.00000,-12.46493
164.00000,-12.52901
165.00000,-12.32242
166.00000,-12.42477
167.00000,-12.43623
168.00000,-12.69173
169.00000,-12.41319
170.00000,-12.59826
171.00000,-12.52545
172.00000,-12.20770
173.00000,-12.64100
174.00000,-12.54266
175.00000,-12.55318
176.00000,-12.50189
177.00000,-12.51422
178.00000,-12.48034
179.00000,-12.86418
180.00000,-12.39937
181.00000,-12.59902
182.00000,-12.53121
183.00000,-12.72648
184.00000,-12.59375
185.00000,-12.53312
186.00000,-12.50536
187.00000,-12.51955
188.00000,-12.55441
189.00000,-12.55781
190.00000,-12.91312
191.00000,-12.66868
192.00000,-12.28738
193.00000,-12.46109
194.00000,-12.62205
195.00000,-12.74674
196.00000,-12.55201
197.00000,-12.75034
198.00000,-12.54675
199.00000,-12.24258
200.00000,-12.33350
201.00000,-12.31364
202.00000,-12.58848
203.00000,-12.80756
204.00000,-12.72400
205.00000,-12.54150
206.00000,-12.70759
207.00000,-12.68764
208.00000,-12.56662
209.00000,-12.49524
210.00000,-12.60593
211.00000,-12.62690
212.00000,-12.63682
213.00000,-12.40261
214.00000,-12.50400
215.00000,-12.71794
216.00000,-12.47831
217.00000,-12.53271
218.00000,-12.45139
219.00000,-12.56525
220.00000,-12.54343
221.00000,-12.50073
222.00000,-12.79074
223.00000,-12.54193
224.00000,-12.42595
225.00000,-12.54351
