,iter,score,optimization
4772,75,1.3727782,max
4773,75,1.1229023,max
4774,75,-0.10638097,max
4775,75,0.60128355,max
4776,75,-1.7174934,max
4777,75,-1.4226042,max
4778,75,1.5137681,max
4779,75,1.0896039,max
4780,75,-0.62367,max
4781,75,1.7569315,max
4782,75,-1.0154502,max
4783,75,-1.1811998,max
4784,75,-0.17767352,max
4785,75,-1.7158893,max
4786,75,1.5127981,max
4787,75,-0.3116815,max
4788,75,-1.5832804,max
4789,75,0.64967513,max
4790,75,0.5074929,max
4791,75,-0.7512077,max
4792,75,1.3703678,max
4793,75,1.0144821,max
4794,75,0.3982669,max
4795,75,0.027705371,max
4796,75,-0.9037756,max
4797,75,-1.4143349,max
4798,75,0.4098934,max
4799,75,0.13580027,max
4800,76,0.8799852,max
4801,76,1.2246255,max
4802,76,1.3564886,max
4803,76,-0.15586895,max
4804,76,-0.00060778856,max
4805,76,-0.102411136,max
4806,76,-2.0689723,max
4807,76,-0.25233942,max
4808,76,1.3432004,max
4809,76,-2.2693167,max
4810,76,-1.1056631,max
4811,76,0.8763752,max
4812,76,0.6251657,max
4813,76,-0.21856563,max
4814,76,0.60301507,max
4815,76,-0.74582005,max
4816,76,-1.4435589,max
4817,76,-1.4061258,max
4818,76,0.69296014,max
4819,76,1.715425,max
4820,76,0.6647349,max
4821,76,1.2934322,max
4822,76,1.0423104,max
4823,76,1.5148461,max
4824,76,-1.6775552,max
4825,76,0.91955626,max
4826,76,1.1757635,max
4827,76,0.118941516,max
4828,76,1.1672226,max
4829,76,2.0069754,max
4830,76,1.2911708,max
4831,76,0.07007465,max
4832,76,-0.27422598,max
4833,76,0.13085127,max
4834,76,-1.3253465,max
4835,76,-1.638373,max
4836,76,1.3744361,max
4837,76,1.1268632,max
4838,76,-0.09168735,max
4839,76,0.60151154,max
4840,76,-1.7165083,max
4841,76,-1.3834693,max
4842,76,1.4713922,max
4843,76,1.1298009,max
4844,76,-0.6251533,max
4845,76,1.7583222,max
4846,76,-0.9224781,max
4847,76,-1.1055691,max
4848,76,0.119882286,max
4849,76,-1.7802445,max
4850,76,1.5173794,max
4851,76,-0.26516482,max
4852,76,-1.6027117,max
4853,76,0.66354585,max
4854,76,0.50261223,max
4855,76,-0.73482454,max
4856,76,1.3837034,max
4857,76,1.0362095,max
4858,76,0.3588063,max
4859,76,0.050301015,max
4860,76,-0.89872986,max
4861,76,-1.3148748,max
4862,76,0.42197603,max
4863,76,0.16007438,max
4864,77,0.9082725,max
4865,77,1.2336596,max
4866,77,1.3512101,max
4867,77,-0.13841553,max
4868,77,0.0006406009,max
4869,77,-0.10140115,max
4870,77,-1.9614947,max
4871,77,-0.69246316,max
4872,77,1.3550814,max
4873,77,-2.333025,max
4874,77,-1.1071366,max
4875,77,0.8719548,max
4876,77,0.62575114,max
4877,77,-0.21585947,max
4878,77,0.63383,max
4879,77,-0.731053,max
4880,77,-1.4270273,max
4881,77,-1.4197179,max
4882,77,0.69928235,max
4883,77,1.7097306,max
4884,77,0.75983226,max
4885,77,1.3297398,max
4886,77,1.0374036,max
4887,77,1.6223427,max
4888,77,-1.6684191,max
4889,77,0.8632169,max
4890,77,1.2107377,max
4891,77,0.1290021,max
4892,77,1.1708628,max
4893,77,2.0533168,max
4894,77,1.302612,max
4895,77,0.10527867,max
4896,77,-0.26518807,max
4897,77,0.112568736,max
4898,77,-0.9343689,max
4899,77,-1.6352068,max
4900,77,1.3838373,max
4901,77,1.1318724,max
4902,77,-0.039272904,max
4903,77,0.65339375,max
4904,77,-1.7156739,max
4905,77,-1.3814926,max
4906,77,1.5085213,max
4907,77,1.1729655,max
4908,77,-0.66851735,max
4909,77,1.7606287,max
4910,77,-0.9230358,max
4911,77,-0.9869448,max
4912,77,0.13376686,max
4913,77,-1.7572694,max
4914,77,1.5313833,max
4915,77,-0.26112464,max
4916,77,-1.6746597,max
4917,77,0.6842471,max
4918,77,0.51761734,max
4919,77,-0.7431669,max
4920,77,1.3980721,max
4921,77,0.9938817,max
4922,77,1.0534617,max
4923,77,0.07087377,max
4924,77,-0.8913004,max
4925,77,-1.4236356,max
4926,77,0.43005532,max
4927,77,0.18029225,max
4928,78,0.9352968,max
4929,78,1.2123631,max
4930,78,1.3539684,max
4931,78,-0.13888252,max
4932,78,0.0060250163,max
4933,78,-0.107962236,max
4934,78,-1.993767,max
4935,78,-0.689726,max
4936,78,1.3645791,max
4937,78,-2.2724144,max
4938,78,-1.1041176,max
4939,78,0.8462858,max
4940,78,0.6263883,max
4941,78,-0.2159061,max
4942,78,0.59543025,max
4943,78,-0.74810237,max
4944,78,-1.2674403,max
4945,78,-1.4201698,max
4946,78,0.69688535,max
4947,78,1.7057388,max
4948,78,0.7108958,max
4949,78,1.3344138,max
4950,78,1.037277,max
4951,78,1.612528,max
4952,78,-1.5178379,max
4953,78,0.8806882,max
4954,78,1.2235744,max
4955,78,0.19971552,max
4956,78,1.3915532,max
4957,78,1.8642561,max
4958,78,1.3149055,max
4959,78,0.16321519,max
4960,78,-0.26492837,max
4961,78,0.12484625,max
4962,78,-0.9618863,max
4963,78,-1.6761757,max
4964,78,1.3833058,max
4965,78,1.1424284,max
4966,78,-0.013134599,max
4967,78,0.6534186,max
4968,78,-1.6905147,max
4969,78,-1.4444919,max
4970,78,1.5168887,max
4971,78,1.230341,max
4972,78,-0.63806415,max
4973,78,1.7391021,max
4974,78,-0.914404,max
4975,78,-0.9970938,max
4976,78,0.21419841,max
4977,78,-1.7296913,max
4978,78,1.54033,max
4979,78,-0.48183054,max
4980,78,-1.6422739,max
4981,78,0.780746,max
4982,78,0.5272968,max
4983,78,-0.79785323,max
4984,78,1.4075528,max
4985,78,0.99991596,max
4986,78,1.05977,max
4987,78,0.09998378,max
4988,78,-0.7440262,max
4989,78,-1.3386244,max
4990,78,0.4437974,max
4991,78,0.18457317,max
4992,79,0.9497379,max
4993,79,1.2595754,max
4994,79,1.3408707,max
4995,79,-0.13573933,max
4996,79,0.015635133,max
4997,79,-0.106092036,max
4998,79,-1.3905843,max
4999,79,-0.68705314,max
5000,79,1.3770785,max
5001,79,-2.2739809,max
5002,79,-1.1892059,max
5003,79,0.86408496,max
5004,79,0.63402593,max
5005,79,-0.21629512,max
5006,79,0.6194516,max
5007,79,-0.775869,max
5008,79,-1.4071678,max
5009,79,-1.4672834,max
5010,79,0.6605613,max
5011,79,1.7317855,max
5012,79,0.73021555,max
5013,79,1.3267474,max
5014,79,1.0372014,max
5015,79,1.6218365,max
5016,79,-1.6499377,max
5017,79,0.8950335,max
5018,79,1.2442452,max
5019,79,0.19827598,max
5020,79,1.3579477,max
5021,79,2.0636008,max
5022,79,1.3096071,max
5023,79,0.19714707,max
5024,79,-0.25652012,max
5025,79,0.15427995,max
5026,79,-0.9529372,max
5027,79,-1.6833156,max
5028,79,1.4037176,max
5029,79,1.1456554,max
5030,79,0.08793521,max
5031,79,0.69954306,max
5032,79,-1.68149,max
5033,79,-1.4431963,max
5034,79,1.4838176,max
5035,79,1.2736886,max
5036,79,-0.6244756,max
5037,79,1.7738438,max
5038,79,-0.908917,max
5039,79,-1.0052941,max
5040,79,0.2888927,max
5041,79,-1.7052622,max
5042,79,1.5478362,max
5043,79,-0.4035777,max
5044,79,-1.6134542,max
5045,79,0.78091633,max
5046,79,0.5333042,max
5047,79,-0.7733995,max
5048,79,1.4123733,max
5049,79,1.0052478,max
5050,79,1.0696379,max
5051,79,0.1209811,max
5052,79,-1.1323817,max
5053,79,-1.2697701,max
5054,79,0.41955543,max
5055,79,0.1847848,max
5056,80,0.97811115,max
5057,80,1.2542657,max
5058,80,1.3899359,max
5059,80,-0.12860192,max
5060,80,0.017061383,max
5061,80,0.002474606,max
5062,80,-1.4154327,max
5063,80,-0.7796831,max
5064,80,1.3915215,max
5065,80,-2.301804,max
5066,80,-1.103955,max
5067,80,0.86995494,max
5068,80,0.6271485,max
5069,80,-0.21724117,max
5070,80,0.6373284,max
5071,80,-0.7503905,max
5072,80,-1.2511022,max
5073,80,-1.4180512,max
5074,80,0.64604676,max
5075,80,1.7287173,max
5076,80,0.72998047,max
5077,80,1.3583109,max
5078,80,1.0367507,max
5079,80,1.6148036,max
5080,80,-1.5887754,max
5081,80,0.9063722,max
5082,80,1.2803952,max
5083,80,0.21725869,max
5084,80,1.4157883,max
5085,80,2.0865846,max
5086,80,1.3218181,max
5087,80,0.2235657,max
5088,80,-0.2555275,max
5089,80,0.15219879,max
5090,80,-0.9533073,max
5091,80,-1.6852123,max
5092,80,1.4039242,max
5093,80,1.1284499,max
5094,80,0.013912797,max
5095,80,0.6426349,max
5096,80,-1.6793125,max
5097,80,-1.4513494,max
5098,80,1.5181265,max
5099,80,1.3124218,max
5100,80,-0.6210923,max
5101,80,1.7779,max
5102,80,-0.98930925,max
5103,80,-1.0137689,max
5104,80,0.42768478,max
5105,80,-1.6892331,max
5106,80,1.5551996,max
5107,80,-0.4605861,max
5108,80,-1.6615934,max
5109,80,0.7214459,max
5110,80,0.51666063,max
5111,80,-0.88685846,max
5112,80,1.4260597,max
5113,80,1.0654552,max
5114,80,1.0706098,max
5115,80,0.14557478,max
5116,80,-0.81709313,max
5117,80,-1.3129717,max
5118,80,0.44663668,max
5119,80,0.22512704,max
5120,81,0.99544144,max
5121,81,1.2536106,max
5122,81,1.388655,max
5123,81,-0.10724965,max
5124,81,0.026783139,max
5125,81,0.0576095,max
5126,81,-1.4416163,max
5127,81,-0.78751624,max
5128,81,1.4085445,max
5129,81,-2.2827199,max
5130,81,-1.115025,max
5131,81,0.8828825,max
5132,81,0.64867127,max
5133,81,-0.21345316,max
5134,81,0.6466567,max
5135,81,-0.74011946,max
5136,81,-1.1549166,max
5137,81,-1.6130055,max
5138,81,0.71111166,max
5139,81,1.831892,max
5140,81,0.7937865,max
5141,81,1.3431053,max
5142,81,1.0167055,max
5143,81,2.0608482,max
5144,81,-1.5943991,max
5145,81,0.915841,max
5146,81,1.2891381,max
5147,81,0.20642763,max
5148,81,1.3584715,max
5149,81,2.0183153,max
5150,81,1.3129166,max
5151,81,0.23522425,max
5152,81,-0.25322568,max
5153,81,0.15149087,max
5154,81,-0.9643385,max
5155,81,-1.6833787,max
5156,81,1.396066,max
5157,81,1.5079682,max
5158,81,0.10336828,max
5159,81,0.6667619,max
5160,81,-1.6814241,max
5161,81,-1.447088,max
5162,81,1.5076661,max
5163,81,1.3430114,max
5164,81,-0.6234337,max
5165,81,1.7701194,max
5166,81,-0.98904985,max
5167,81,-1.021527,max
5168,81,0.5111967,max
5169,81,-1.6809028,max
5170,81,1.5622584,max
5171,81,-0.40337294,max
5172,81,-1.6365731,max
5173,81,0.7209904,max
5174,81,0.5204305,max
5175,81,-0.79220396,max
5176,81,1.4349728,max
5177,81,1.6550945,max
5178,81,1.000378,max
5179,81,0.17057449,max
5180,81,-0.74841654,max
5181,81,-1.2666869,max
5182,81,0.44979888,max
5183,81,0.26033956,max
5184,82,1.0113245,max
5185,82,1.2512009,max
5186,82,1.3980491,max
5187,82,-0.11214556,max
5188,82,0.037194133,max
5189,82,0.06772518,max
5190,82,-1.4529839,max
5191,82,-0.7783991,max
5192,82,1.42567,max
5193,82,-2.316939,max
5194,82,-1.0039777,max
5195,82,0.8686758,max
5196,82,0.672832,max
5197,82,-0.2156018,max
5198,82,0.6082742,max
5199,82,-0.7181138,max
5200,82,-1.1576005,max
5201,82,-1.6253791,max
5202,82,0.69168174,max
5203,82,1.8417351,max
5204,82,0.7861328,max
5205,82,1.3471937,max
5206,82,1.037167,max
5207,82,2.061137,max
5208,82,-1.5977749,max
5209,82,0.9269748,max
5210,82,1.3009093,max
5211,82,0.35544568,max
5212,82,1.359725,max
5213,82,2.05677,max
5214,82,1.3251535,max
5215,82,0.22955203,max
5216,82,-0.25219762,max
5217,82,0.15943223,max
5218,82,-0.9821978,max
5219,82,-1.689911,max
5220,82,1.4806491,max
5221,82,1.5182022,max
5222,82,0.13012168,max
5223,82,0.80379045,max
5224,82,-1.6858147,max
5225,82,-1.44814,max
5226,82,1.5149237,max
5227,82,1.3531618,max
5228,82,-0.6473639,max
5229,82,1.7767177,max
5230,82,-1.0051062,max
5231,82,-1.273638,max
5232,82,0.6367883,max
5233,82,-1.6870847,max
5234,82,1.5706273,max
5235,82,-0.39495873,max
5236,82,-1.6365857,max
5237,82,0.83551764,max
5238,82,0.5385373,max
5239,82,-0.7690544,max
5240,82,1.4465089,max
5241,82,1.6453183,max
5242,82,1.0550007,max
5243,82,0.1931135,max
5244,82,-0.75001717,max
5245,82,-1.2196877,max
5246,82,0.46498543,max
5247,82,0.28229588,max
5248,83,1.024103,max
5249,83,1.2547851,max
5250,83,1.3685069,max
5251,83,-0.08317475,max
5252,83,0.04677248,max
5253,83,0.022757828,max
5254,83,0.2850355,max
5255,83,-0.77775145,max
5256,83,1.4364363,max
5257,83,-2.3154054,max
5258,83,-1.00403,max
5259,83,0.86837447,max
5260,83,0.6487545,max
5261,83,-0.2257688,max
5262,83,0.6042621,max
5263,83,-0.71946675,max
5264,83,-1.183543,max
5265,83,-1.4751756,max
5266,83,0.7990613,max
5267,83,1.841784,max
5268,83,0.82365453,max
5269,83,1.329664,max
5270,83,1.0220941,max
5271,83,2.0611017,max
5272,83,-1.7042624,max
5273,83,0.939293,max
5274,83,1.276186,max
5275,83,0.34699202,max
5276,83,1.3501626,max
5277,83,2.0507646,max
5278,83,1.3340313,max
5279,83,0.2445839,max
5280,83,-0.24963742,max
5281,83,0.18727306,max
5282,83,-0.9060707,max
5283,83,-1.7128165,max
5284,83,1.512716,max
5285,83,1.5291232,max
5286,83,0.15459514,max
5287,83,0.82865393,max
5288,83,-1.6909634,max
5289,83,-1.4507279,max
5290,83,1.4784365,max
5291,83,1.3644644,max
5292,83,-0.7006832,max
5293,83,1.7915683,max
5294,83,-0.9823794,max
5295,83,-1.0278797,max
5296,83,0.7364409,max
5297,83,-1.8116541,max
5298,83,1.5742668,max
5299,83,-0.47382054,max
5300,83,-1.6331595,max
5301,83,0.83552694,max
5302,83,0.5479165,max
5303,83,-0.7740791,max
5304,83,1.452389,max
5305,83,1.7819381,max
5306,83,1.0996689,max
5307,83,0.21286583,max
5308,83,-0.71642965,max
5309,83,-1.0451115,max
5310,83,0.4531641,max
5311,83,0.2867164,max
5312,84,1.0412352,max
5313,84,1.3178287,max
5314,84,1.3998803,max
5315,84,-0.092686206,max
5316,84,0.057418495,max
5317,84,0.022215664,max
5318,84,0.2833928,max
5319,84,-0.79789245,max
5320,84,1.4498127,max
5321,84,-2.292694,max
5322,84,-1.0040115,max
5323,84,0.86843336,max
5324,84,0.6737377,max
5325,84,-0.22274852,max
5326,84,0.59811443,max
5327,84,-0.71833223,max
5328,84,-1.200239,max
5329,84,-1.4759037,max
5330,84,0.7939776,max
5331,84,1.8390722,max
5332,84,0.83579564,max
5333,84,1.3398151,max
5334,84,1.0212245,max
5335,84,2.0610456,max
5336,84,-1.6360376,max
5337,84,0.9553999,max
5338,84,1.30289,max
5339,84,0.40877724,max
5340,84,1.355325,max
5341,84,2.0880492,max
5342,84,1.3573221,max
5343,84,0.27613825,max
5344,84,-0.2526084,max
5345,84,0.18784523,max
5346,84,-0.9325321,max
5347,84,-1.7148123,max
5348,84,1.4833134,max
5349,84,1.5371503,max
5350,84,0.11532897,max
5351,84,0.84804225,max
5352,84,-1.7595992,max
5353,84,-1.4543806,max
5354,84,1.5010587,max
5355,84,1.379581,max
5356,84,-0.6329652,max
5357,84,1.7780247,max
5358,84,-0.9830124,max
5359,84,-1.080393,max
5360,84,0.84107375,max
5361,84,-1.560561,max
5362,84,1.5834365,max
5363,84,-0.39504486,max
5364,84,-1.4210876,max
5365,84,0.8355813,max
5366,84,0.551383,max
5367,84,-0.7696889,max
5368,84,1.4653753,max
5369,84,1.7812963,max
5370,84,1.0723352,max
5371,84,0.23461884,max
5372,84,-0.73804,max
5373,84,-1.0463238,max
5374,84,0.45677567,max
5375,84,0.32030678,max
5376,85,1.0674833,max
5377,85,1.3161968,max
5378,85,1.4027972,max
5379,85,-0.06850782,max
5380,85,0.06998664,max
5381,85,0.015940398,max
5382,85,0.22537851,max
5383,85,-0.7539656,max
5384,85,1.4614794,max
5385,85,-2.2713974,max
5386,85,-0.97591823,max
5387,85,0.88216984,max
5388,85,0.636659,max
5389,85,-0.22481343,max
5390,85,0.59846807,max
5391,85,-0.7089785,max
5392,85,-1.1982712,max
5393,85,-1.4686581,max
5394,85,0.79047096,max
5395,85,1.850893,max
5396,85,0.83380747,max
5397,85,1.3485321,max
5398,85,1.0201268,max
5399,85,2.059562,max
5400,85,-1.6378821,max
5401,85,0.9672631,max
5402,85,1.2886461,max
5403,85,0.38886845,max
5404,85,1.3599412,max
5405,85,1.9963815,max
5406,85,1.3754044,max
5407,85,0.2875126,max
5408,85,-0.24431421,max
5409,85,0.25912297,max
5410,85,-0.85880864,max
5411,85,-1.6902359,max
5412,85,1.5098459,max
5413,85,1.5460767,max
5414,85,0.15773147,max
5415,85,0.9831488,max
5416,85,-1.6799498,max
5417,85,-1.4404879,max
5418,85,1.5077741,max
5419,85,1.3380766,max
5420,85,-0.63409585,max
5421,85,1.7836957,max
5422,85,-0.9803486,max
5423,85,-1.0131121,max
5424,85,0.93222845,max
5425,85,-1.5518757,max
5426,85,1.5910099,max
5427,85,-0.36770037,max
5428,85,-1.4440328,max
5429,85,0.8540579,max
5430,85,0.5408101,max
5431,85,-0.79766923,max
5432,85,1.4762828,max
5433,85,1.8070126,max
5434,85,1.1051182,max
5435,85,0.25348723,max
5436,85,-0.7679152,max
5437,85,-1.0230734,max
5438,85,0.4779384,max
5439,85,0.32877427,max
5440,86,1.0898978,max
5441,86,1.3096517,max
5442,86,1.3713665,max
5443,86,-0.06961092,max
5444,86,0.07419515,max
5445,86,0.017332733,max
5446,86,0.23448145,max
5447,86,-0.8016251,max
5448,86,1.4754612,max
5449,86,-2.201118,max
5450,86,-0.9911127,max
5451,86,0.88574696,max
5452,86,0.64664024,max
5453,86,-0.21138895,max
5454,86,0.5993083,max
5455,86,-0.67460114,max
5456,86,-1.1975567,max
5457,86,-1.4347081,max
5458,86,0.7905772,max
5459,86,1.8257961,max
5460,86,0.8275373,max
5461,86,1.3608867,max
5462,86,1.0212517,max
5463,86,1.978159,max
5464,86,-1.627004,max
5465,86,0.9736464,max
5466,86,1.3426223,max
5467,86,0.46701622,max
5468,86,1.3585284,max
5469,86,2.133037,max
5470,86,1.4046369,max
5471,86,0.29596883,max
5472,86,-0.24013382,max
5473,86,0.32326567,max
5474,86,-0.7158571,max
5475,86,-1.6897019,max
5476,86,1.5110794,max
5477,86,1.5470161,max
5478,86,0.18466961,max
5479,86,0.96052384,max
5480,86,-1.6879636,max
5481,86,-1.4452803,max
5482,86,1.508012,max
5483,86,1.3541427,max
5484,86,-0.51267,max
5485,86,1.7763505,max
5486,86,-1.0328034,max
5487,86,-1.0821948,max
5488,86,1.0069778,max
5489,86,-1.5654627,max
5490,86,1.5957407,max
5491,86,-0.3624733,max
5492,86,-1.453295,max
5493,86,0.8959652,max
5494,86,0.54612887,max
5495,86,-0.73552907,max
5496,86,1.4828084,max
5497,86,1.7682405,max
5498,86,1.0746508,max
5499,86,0.27043366,max
5500,86,-0.7586754,max
5501,86,-1.029412,max
5502,86,0.57030123,max
5503,86,0.34756863,max
5504,87,1.1115632,max
5505,87,1.298609,max
5506,87,1.3702929,max
5507,87,-0.07794951,max
5508,87,0.076968014,max
5509,87,0.043949425,max
5510,87,0.24784315,max
5511,87,-0.7279428,max
5512,87,1.489637,max
5513,87,-2.1962185,max
5514,87,-0.97665393,max
5515,87,0.8796692,max
5516,87,0.6363177,max
5517,87,-0.22522178,max
5518,87,0.5939748,max
5519,87,-0.75538313,max
5520,87,-1.1904263,max
5521,87,-1.5750921,max
5522,87,0.79233193,max
5523,87,1.8459516,max
5524,87,0.8412868,max
5525,87,1.3739592,max
5526,87,1.0133647,max
5527,87,2.1976018,max
5528,87,-1.3628243,max
5529,87,0.99880433,max
5530,87,1.3612515,max
5531,87,0.49617553,max
5532,87,1.358981,max
5533,87,2.158249,max
5534,87,1.4471662,max
5535,87,0.30131608,max
5536,87,-0.23526779,max
5537,87,0.06946066,max
5538,87,-0.7165299,max
5539,87,-1.5811753,max
5540,87,1.4527041,max
5541,87,1.5511887,max
5542,87,0.21091586,max
5543,87,0.9398496,max
5544,87,-1.5977178,max
5545,87,-1.4037671,max
5546,87,1.4766498,max
5547,87,1.4170328,max
5548,87,-0.44089288,max
5549,87,1.7677789,max
5550,87,-1.0103748,max
5551,87,-0.99801016,max
5552,87,1.0833166,max
5553,87,-1.5585477,max
5554,87,1.6020553,max
5555,87,-0.35553288,max
5556,87,-1.4438171,max
5557,87,0.9662814,max
5558,87,0.5605767,max
5559,87,-0.7249024,max
5560,87,1.4989904,max
5561,87,1.814107,max
5562,87,1.0728716,max
5563,87,0.2872401,max
5564,87,-0.72921383,max
5565,87,-1.0286534,max
5566,87,0.6185346,max
5567,87,0.36455703,max
5568,88,1.1267667,max
5569,88,1.4245715,max
5570,88,1.3718491,max
5571,88,-0.048884407,max
5572,88,0.089336574,max
5573,88,0.008490205,max
5574,88,0.26189697,max
5575,88,-0.71582043,max
5576,88,1.5041852,max
5577,88,-2.0791216,max
5578,88,-0.97528446,max
5579,88,0.8793417,max
5580,88,0.588338,max
5581,88,-0.22752813,max
5582,88,0.5974863,max
5583,88,-0.66857815,max
5584,88,-1.2295144,max
5585,88,-1.4258592,max
5586,88,0.78503644,max
5587,88,1.8524213,max
5588,88,0.88952625,max
5589,88,1.3836175,max
5590,88,1.0815511,max
5591,88,2.14803,max
5592,88,-1.2725431,max
5593,88,1.0054946,max
5594,88,1.3701327,max
5595,88,0.6066083,max
5596,88,1.3639971,max
5597,88,2.0564075,max
5598,88,1.4657028,max
5599,88,0.30326837,max
5600,88,-0.23202008,max
5601,88,0.3268245,max
5602,88,-0.70668143,max
5603,88,-1.5619904,max
5604,88,1.4573894,max
5605,88,1.5324898,max
5606,88,0.021951675,max
5607,88,0.96525586,max
5608,88,-1.6011424,max
5609,88,-1.3978258,max
5610,88,1.5084697,max
5611,88,1.3197559,max
5612,88,-0.43479666,max
5613,88,1.7793069,max
5614,88,-1.0498216,max
5615,88,-1.0241466,max
5616,88,1.2008826,max
5617,88,-1.5530738,max
5618,88,1.6062652,max
5619,88,-0.35089555,max
5620,88,-1.4169737,max
5621,88,0.9663614,max
5622,88,0.5834513,max
5623,88,-0.7276208,max
5624,88,1.5143352,max
5625,88,1.8139694,max
5626,88,1.0735655,max
5627,88,0.30233997,max
5628,88,-0.54413843,max
5629,88,-1.0353086,max
5630,88,0.6199139,max
5631,88,0.39416403,max
5632,89,1.1332517,max
5633,89,1.4279895,max
5634,89,1.3351064,max
5635,89,-0.050404906,max
5636,89,0.09683907,max
5637,89,0.05648142,max
5638,89,0.43996555,max
5639,89,-0.7177621,max
5640,89,1.5172845,max
5641,89,-2.0632174,max
5642,89,-0.97791207,max
5643,89,0.8795097,max
5644,89,0.62848544,max
5645,89,-0.21673559,max
5646,89,0.59843063,max
5647,89,-0.6761618,max
5648,89,-1.2307835,max
5649,89,-1.1915115,max
5650,89,0.8186687,max
5651,89,1.8542151,max
5652,89,0.8892865,max
5653,89,1.3548892,max
5654,89,1.0683224,max
5655,89,2.2219026,max
5656,89,-1.2238269,max
5657,89,1.0205721,max
5658,89,1.3849757,max
5659,89,0.63207304,max
5660,89,1.358319,max
5661,89,2.0534925,max
5662,89,1.4730787,max
5663,89,0.33797497,max
5664,89,-0.23381409,max
5665,89,0.41772443,max
5666,89,-0.71256554,max
5667,89,-1.5949104,max
5668,89,1.4582354,max
5669,89,1.5537903,max
5670,89,0.20564306,max
5671,89,0.9518026,max
5672,89,-1.604268,max
5673,89,-1.386285,max
5674,89,1.4976099,max
5675,89,1.3726523,max
5676,89,-0.31915727,max
5677,89,1.8058679,max
5678,89,-1.0002775,max
5679,89,-1.0472836,max
5680,89,1.2600567,max
5681,89,-1.5581205,max
5682,89,1.6115806,max
5683,89,-0.34736857,max
5684,89,-1.259032,max
5685,89,1.0712944,max
5686,89,0.5773209,max
5687,89,-0.7278603,max
5688,89,1.533742,max
5689,89,1.7892857,max
5690,89,1.038403,max
5691,89,0.31770253,max
5692,89,-0.5395053,max
5693,89,-1.0556421,max
5694,89,0.63669986,max
5695,89,0.41046095,max
5696,90,1.1458555,max
5697,90,1.4433002,max
5698,90,1.3725393,max
5699,90,-0.040838897,max
5700,90,0.10284567,max
5701,90,0.07280165,max
5702,90,0.35142452,max
5703,90,-0.6609685,max
5704,90,1.5281956,max
5705,90,-2.034054,max
5706,90,-0.9751855,max
5707,90,0.87921107,max
5708,90,0.62882996,max
5709,90,-0.20837247,max
5710,90,0.6016488,max
5711,90,-0.6306,max
5712,90,-1.2343674,max
5713,90,-1.1687278,max
5714,90,0.8039019,max
5715,90,1.7833285,max
5716,90,0.86754537,max
5717,90,1.311569,max
5718,90,1.080858,max
5719,90,2.2206779,max
5720,90,-1.1665199,max
5721,90,1.0274796,max
5722,90,1.4259422,max
5723,90,0.6779866,max
5724,90,1.3039135,max
5725,90,2.0359423,max
5726,90,1.5069327,max
5727,90,0.3412143,max
5728,90,-0.22745174,max
5729,90,0.46828854,max
5730,90,-0.7087469,max
5731,90,-1.5925637,max
5732,90,1.4579147,max
5733,90,1.564879,max
5734,90,0.24506348,max
5735,90,0.95128155,max
5736,90,-1.5696222,max
5737,90,-1.3704207,max
5738,90,1.5054293,max
5739,90,1.3743407,max
5740,90,-0.25792542,max
5741,90,1.7879822,max
5742,90,-1.0089817,max
5743,90,-0.98663366,max
5744,90,1.3101114,max
5745,90,-1.560508,max
5746,90,1.6196718,max
5747,90,-0.24616379,max
5748,90,-1.2049806,max
5749,90,1.0748527,max
5750,90,0.5748538,max
5751,90,-0.7248476,max
5752,90,1.5519128,max
5753,90,1.7063737,max
5754,90,1.1359125,max
5755,90,0.33088994,max
5756,90,-0.5266317,max
5757,90,-1.0379789,max
5758,90,0.64638674,max
5759,90,0.4269066,max
5760,91,1.154778,max
5761,91,1.467784,max
5762,91,1.3730276,max
5763,91,-0.020143926,max
5764,91,0.10688627,max
5765,91,0.08269501,max
5766,91,0.36091846,max
5767,91,-0.6525917,max
5768,91,1.5360204,max
5769,91,-2.0227294,max
5770,91,-1.0522509,max
5771,91,0.870384,max
5772,91,0.62881494,max
5773,91,-0.21014977,max
5774,91,0.6166085,max
5775,91,-0.70987344,max
5776,91,-1.2727045,max
5777,91,-1.1672268,max
5778,91,0.82118165,max
5779,91,1.8604977,max
5780,91,0.87412083,max
5781,91,1.2696735,max
5782,91,1.0852032,max
5783,91,2.218277,max
5784,91,-0.65203655,max
5785,91,1.0431474,max
5786,91,1.4336742,max
5787,91,0.7554579,max
5788,91,1.3042889,max
5789,91,2.0673065,max
5790,91,1.5062807,max
5791,91,0.32912517,max
5792,91,-0.22307959,max
5793,91,0.48374856,max
5794,91,-0.70493233,max
5795,91,-1.5656737,max
5796,91,1.4546404,max
5797,91,1.5837035,max
5798,91,0.24878955,max
5799,91,0.9475132,max
5800,91,-1.5706036,max
5801,91,-1.2917554,max
5802,91,1.4978614,max
5803,91,1.3800012,max
5804,91,-0.27275616,max
5805,91,1.7900884,max
5806,91,-0.9921802,max
5807,91,-1.0193398,max
5808,91,1.332757,max
5809,91,-1.5591867,max
5810,91,1.6244574,max
5811,91,-0.2570792,max
5812,91,-1.2175529,max
5813,91,1.0463092,max
5814,91,0.5780694,max
5815,91,-0.7247796,max
5816,91,1.570411,max
5817,91,1.766396,max
5818,91,1.1312603,max
5819,91,0.34434634,max
5820,91,-0.5272198,max
5821,91,-1.0356088,max
5822,91,0.6729588,max
5823,91,0.44603503,max
