,iter,score onehot,optimization
5963,94,0.88841057,max
5964,94,0.6287692,max
5965,94,-0.20691916,max
5966,94,0.604838,max
5967,94,-0.7066448,max
5968,94,-1.4174474,max
5969,94,-1.1167893,max
5970,94,0.8005382,max
5971,94,1.8836479,max
5972,94,0.873237,max
5973,94,1.1677437,max
5974,94,1.0743786,max
5975,94,2.222716,max
5976,94,-0.6772716,max
5977,94,1.2223603,max
5978,94,1.5368457,max
5979,94,0.7298739,max
5980,94,1.3075546,max
5981,94,2.0577042,max
5982,94,1.4828628,max
5983,94,0.11662364,max
5984,94,1.3171031,max
5985,94,0.1043286,max
5986,94,-0.80016404,max
5987,94,-1.5464996,max
5988,94,1.4719115,max
5989,94,1.8241689,max
5990,94,0.096143275,max
5991,94,0.9584191,max
5992,94,-1.5690126,max
5993,94,-1.2721758,max
5994,94,1.4803305,max
5995,94,0.92171276,max
5996,94,-0.18245165,max
5997,94,1.8491812,max
5998,94,-1.0280573,max
5999,94,-0.5198543,max
6000,94,1.368636,max
6001,94,-1.5268469,max
6002,94,1.699071,max
6003,94,-0.25806707,max
6004,94,-1.181103,max
6005,94,1.1136913,max
6006,94,1.3232499,max
6007,94,-0.7177588,max
6008,94,1.6455228,max
6009,94,1.8807988,max
6010,94,1.4316962,max
6011,94,0.051153988,max
6012,94,-0.52384984,max
6013,94,-1.011666,max
6014,94,0.49490833,max
6015,94,0.6329241,max
6016,95,0.7927716,max
6017,95,1.4461701,max
6018,95,1.342234,max
6019,95,-0.03784871,max
6020,95,0.07938933,max
6021,95,0.20893663,max
6022,95,0.4936161,max
6023,95,0.6998446,max
6024,95,1.6584197,max
6025,95,-1.9868376,max
6026,95,-1.0390131,max
6027,95,0.88841057,max
6028,95,0.8928752,max
6029,95,-0.21334249,max
6030,95,0.59599453,max
6031,95,-0.6741848,max
6032,95,-1.1930461,max
6033,95,-1.1167893,max
6034,95,0.8083353,max
6035,95,1.8836479,max
6036,95,0.87818134,max
6037,95,1.1677437,max
6038,95,1.1247953,max
6039,95,2.2332253,max
6040,95,-0.6772716,max
6041,95,1.3773162,max
6042,95,1.434823,max
6043,95,0.7867172,max
6044,95,1.4015775,max
6045,95,2.0577042,max
6046,95,1.5184855,max
6047,95,0.11164576,max
6048,95,1.3131372,max
6049,95,0.052215576,max
6050,95,-0.6895071,max
6051,95,-1.5464996,max
6052,95,1.4774679,max
6053,95,1.8324692,max
6054,95,0.33161563,max
6055,95,0.9584191,max
6056,95,-1.5690126,max
6057,95,-1.169444,max
6058,95,1.5161895,max
6059,95,0.9051868,max
6060,95,-0.19168895,max
6061,95,1.8491812,max
6062,95,-1.0020072,max
6063,95,-0.5065617,max
6064,95,1.368636,max
6065,95,-1.5268469,max
6066,95,1.719871,max
6067,95,-0.36804494,max
6068,95,-1.1690722,max
6069,95,0.8199544,max
6070,95,1.3232499,max
6071,95,-0.7267389,max
6072,95,1.6455228,max
6073,95,1.7101321,max
6074,95,1.4316962,max
6075,95,0.11878851,max
6076,95,-0.52384984,max
6077,95,-0.968644,max
6078,95,0.48183602,max
6079,95,0.6009518,max
6080,96,0.7454494,max
6081,96,1.2872338,max
6082,96,1.342234,max
6083,96,-0.06919609,max
6084,96,0.072727084,max
6085,96,0.20893663,max
6086,96,0.47639453,max
6087,96,0.6703022,max
6088,96,1.6584197,max
6089,96,-1.8388238,max
6090,96,-0.9855112,max
6091,96,0.88841057,max
6092,96,0.9740814,max
6093,96,-0.20691916,max
6094,96,0.604838,max
6095,96,-0.7501583,max
6096,96,-1.1930461,max
6097,96,-1.1332005,max
6098,96,0.8083353,max
6099,96,1.8836479,max
6100,96,0.87818134,max
6101,96,1.2912215,max
6102,96,1.1247953,max
6103,96,2.2332253,max
6104,96,-0.6772716,max
6105,96,1.5046561,max
6106,96,1.4631397,max
6107,96,0.7867172,max
6108,96,1.4015775,max
6109,96,2.0577042,max
6110,96,1.5184855,max
6111,96,0.11164576,max
6112,96,1.3131372,max
6113,96,0.052215576,max
6114,96,-0.6895071,max
6115,96,-1.5234232,max
6116,96,1.4968736,max
6117,96,1.8155923,max
6118,96,0.255054,max
6119,96,0.78215384,max
6120,96,-1.5690126,max
6121,96,-1.169444,max
6122,96,1.4812275,max
6123,96,0.93797827,max
6124,96,-0.19168895,max
6125,96,1.8491812,max
6126,96,-1.0632639,max
6127,96,-0.81218415,max
6128,96,1.368636,max
6129,96,-1.5268469,max
6130,96,1.7341223,max
6131,96,-0.36804494,max
6132,96,-1.22261,max
6133,96,0.9990816,max
6134,96,1.1899518,max
6135,96,-0.69960976,max
6136,96,1.6455228,max
6137,96,1.8499155,max
6138,96,1.4316962,max
6139,96,0.050359547,max
6140,96,-0.5020066,max
6141,96,-0.968644,max
6142,96,0.49490833,max
6143,96,0.6329241,max
6144,97,1.102135,max
6145,97,1.4699961,max
6146,97,1.3354481,max
6147,97,-0.03784871,max
6148,97,0.057669222,max
6149,97,0.1995557,max
6150,97,0.4603337,max
6151,97,0.5840791,max
6152,97,1.6584197,max
6153,97,-1.8388238,max
6154,97,-0.97518015,max
6155,97,0.8699882,max
6156,97,0.9740814,max
6157,97,-0.21334249,max
6158,97,0.57220757,max
6159,97,-0.56828916,max
6160,97,-1.2199905,max
6161,97,-1.1514792,max
6162,97,0.8083353,max
6163,97,1.8836479,max
6164,97,0.87818134,max
6165,97,1.0982382,max
6166,97,1.1305567,max
6167,97,2.2792292,max
6168,97,-0.6772716,max
6169,97,1.4866941,max
6170,97,1.434823,max
6171,97,0.7584319,max
6172,97,1.4015775,max
6173,97,2.0500965,max
6174,97,1.5184855,max
6175,97,0.1447728,max
6176,97,1.244945,max
6177,97,0.052215576,max
6178,97,-0.60261655,max
6179,97,-1.5234232,max
6180,97,1.495274,max
6181,97,1.8241689,max
6182,97,0.38091642,max
6183,97,0.9378959,max
6184,97,-1.5690126,max
6185,97,-1.0896537,max
6186,97,1.5051847,max
6187,97,0.9412694,max
6188,97,-0.1303063,max
6189,97,1.8491812,max
6190,97,-1.0020072,max
6191,97,-0.81218415,max
6192,97,1.368636,max
6193,97,-1.4943411,max
6194,97,1.719871,max
6195,97,-0.36804494,max
6196,97,-1.3798243,max
6197,97,1.2005589,max
6198,97,1.1107934,max
6199,97,-0.7488354,max
6200,97,1.6455228,max
6201,97,1.8499155,max
6202,97,1.4316962,max
6203,97,0.021427006,max
6204,97,-0.5020066,max
6205,97,-0.968644,max
6206,97,0.49490833,max
6207,97,0.6140136,max
6208,98,1.1494495,max
6209,98,1.3951544,max
6210,98,1.3354481,max
6211,98,-0.15403858,max
6212,98,-0.041638523,max
6213,98,0.20893663,max
6214,98,0.518437,max
6215,98,0.61279696,max
6216,98,1.6580201,max
6217,98,-1.8388238,max
6218,98,-0.97518015,max
6219,98,0.8699882,max
6220,98,0.9740814,max
6221,98,-0.20691916,max
6222,98,0.57607484,max
6223,98,-0.56828916,max
6224,98,-1.2199905,max
6225,98,-1.0545292,max
6226,98,0.8896451,max
6227,98,1.8836479,max
6228,98,0.87818134,max
6229,98,1.0982382,max
6230,98,1.1305567,max
6231,98,2.3198044,max
6232,98,-0.6540034,max
6233,98,1.5381926,max
6234,98,1.4631397,max
6235,98,0.7926409,max
6236,98,1.4015775,max
6237,98,2.0338428,max
6238,98,1.6813844,max
6239,98,0.13232294,max
6240,98,1.5189054,max
6241,98,0.052215576,max
6242,98,-0.60261655,max
6243,98,-1.5234232,max
6244,98,1.495274,max
6245,98,1.904829,max
6246,98,0.39324248,max
6247,98,1.0742872,max
6248,98,-1.5420957,max
6249,98,-1.169444,max
6250,98,1.4859961,max
6251,98,0.93437195,max
6252,98,-0.14404428,max
6253,98,1.844398,max
6254,98,-1.066918,max
6255,98,-0.64869165,max
6256,98,1.368636,max
6257,98,-1.4943411,max
6258,98,1.7341223,max
6259,98,-0.36804494,max
6260,98,-1.1809003,max
6261,98,1.2005589,max
6262,98,1.1809087,max
6263,98,-0.69960976,max
6264,98,1.6455228,max
6265,98,1.8767657,max
6266,98,1.4337221,max
6267,98,0.021427006,max
6268,98,-0.5020066,max
6269,98,-0.54115224,max
6270,98,0.49490833,max
6271,98,0.6140136,max
6272,99,1.2020164,max
6273,99,1.2492852,max
6274,99,1.3354481,max
6275,99,-0.15403858,max
6276,99,-0.007427454,max
6277,99,0.20893663,max
6278,99,0.5419519,max
6279,99,0.7958925,max
6280,99,1.6580201,max
6281,99,-1.8388238,max
6282,99,-0.97518015,max
6283,99,0.79901314,max
6284,99,0.9740814,max
6285,99,-0.21334249,max
6286,99,0.5769971,max
6287,99,-0.63173544,max
6288,99,-1.1653066,max
6289,99,-1.1664253,max
6290,99,0.8896451,max
6291,99,1.8836479,max
6292,99,0.80820036,max
6293,99,1.0982382,max
6294,99,1.1305567,max
6295,99,2.3198044,max
6296,99,-0.61033016,max
6297,99,1.4866941,max
6298,99,1.4189405,max
6299,99,0.7584319,max
6300,99,1.3149135,max
6301,99,2.114796,max
6302,99,1.7264261,max
6303,99,0.153072,max
6304,99,1.5189054,max
6305,99,0.052215576,max
6306,99,-0.5954863,max
6307,99,-1.5371755,max
6308,99,1.5163325,max
6309,99,1.8885777,max
6310,99,0.4897827,max
6311,99,1.0487581,max
6312,99,-1.5690126,max
6313,99,-1.0896537,max
6314,99,1.4997163,max
6315,99,0.92965794,max
6316,99,-0.1303063,max
6317,99,1.8797693,max
6318,99,-1.0020072,max
6319,99,-0.6999625,max
6320,99,1.8504953,max
6321,99,-1.4943411,max
6322,99,1.7341223,max
6323,99,-0.36804494,max
6324,99,-1.1809003,max
6325,99,1.1845633,max
6326,99,1.125447,max
6327,99,-0.7591602,max
6328,99,1.8456202,max
6329,99,1.8643038,max
6330,99,1.4337221,max
6331,99,0.14573056,max
6332,99,-0.5020066,max
6333,99,-0.580969,max
6334,99,0.49490833,max
6335,99,0.6094594,max
6336,100,1.2174368,max
6337,100,1.4461701,max
6338,100,1.3354481,max
6339,100,-0.11709677,max
6340,100,-0.007427454,max
6341,100,0.36508316,max
6342,100,0.5948401,max
6343,100,0.7134087,max
6344,100,1.6948345,max
6345,100,-1.8388238,max
6346,100,-0.96926486,max
6347,100,0.6418171,max
6348,100,0.9740814,max
6349,100,-0.20691916,max
6350,100,0.5874536,max
6351,100,-0.63173544,max
6352,100,-1.0408586,max
6353,100,-1.0545292,max
6354,100,0.8998692,max
6355,100,1.8991427,max
6356,100,0.87818134,max
6357,100,1.1064624,max
6358,100,1.1305567,max
6359,100,2.3198044,max
6360,100,0.13973805,max
6361,100,1.4866941,max
6362,100,1.4189405,max
6363,100,0.7893511,max
6364,100,1.4328054,max
6365,100,2.1054351,max
6366,100,1.7487257,max
6367,100,0.1860668,max
6368,100,1.5189054,max
6369,100,0.02884543,max
6370,100,-0.5954863,max
6371,100,-1.5346031,max
6372,100,1.5327241,max
6373,100,1.904829,max
6374,100,0.39324248,max
6375,100,1.0487581,max
6376,100,-1.5690126,max
6377,100,-1.0434841,max
6378,100,1.4853318,max
6379,100,0.93437195,max
6380,100,-0.09984487,max
6381,100,1.8797693,max
6382,100,-1.0020072,max
6383,100,-0.9159346,max
6384,100,1.8504953,max
6385,100,-1.4415455,max
6386,100,1.7341223,max
6387,100,-0.28932112,max
6388,100,-1.1809003,max
6389,100,1.1845633,max
6390,100,1.2160262,max
6391,100,-0.69960976,max
6392,100,1.8632674,max
6393,100,1.8876519,max
6394,100,1.3288383,max
6395,100,0.14652258,max
6396,100,-0.6145649,max
6397,100,-0.580969,max
6398,100,0.49490833,max
6399,100,0.6140136,max
6400,101,1.2122947,max
6401,101,1.3951544,max
6402,101,1.3354481,max
6403,101,-0.14349957,max
6404,101,-0.0060086846,max
6405,101,0.3805833,max
6406,101,0.5948401,max
6407,101,0.7330507,max
6408,101,1.6698362,max
6409,101,-1.8388238,max
6410,101,-0.9404447,max
6411,101,0.79901314,max
6412,101,0.9687171,max
6413,101,-0.20691916,max
6414,101,0.6203247,max
6415,101,-0.7100003,max
6416,101,-1.0716381,max
6417,101,-1.0545292,max
6418,101,0.8998692,max
6419,101,1.8991427,max
6420,101,0.87818134,max
6421,101,1.1064624,max
6422,101,1.1305567,max
6423,101,2.2056408,max
6424,101,0.04545188,max
6425,101,1.7227688,max
6426,101,1.4189405,max
6427,101,0.82356155,max
6428,101,1.4328054,max
6429,101,2.1543932,max
6430,101,1.7487257,max
6431,101,0.20306066,max
6432,101,1.5189054,max
6433,101,0.024067909,max
6434,101,-0.5954863,max
6435,101,-1.4748832,max
6436,101,1.5327241,max
6437,101,1.8747549,max
6438,101,0.4897827,max
6439,101,0.92178774,max
6440,101,-1.5690126,max
6441,101,-1.0434841,max
6442,101,1.5189047,max
6443,101,0.92965794,max
6444,101,-0.09984487,max
6445,101,1.902797,max
6446,101,-1.0020072,max
6447,101,-0.9159346,max
6448,101,1.8504953,max
6449,101,-1.4711556,max
6450,101,1.7341223,max
6451,101,-0.27443936,max
6452,101,-1.1592376,max
6453,101,1.1845633,max
6454,101,1.1731062,max
6455,101,-0.716025,max
6456,101,1.8632674,max
6457,101,1.8830805,max
6458,101,1.4859538,max
6459,101,0.11264825,max
6460,101,-0.5020066,max
6461,101,-0.6700041,max
6462,101,0.49490833,max
6463,101,0.6094594,max
6464,102,0.8228272,max
6465,102,1.4699961,max
6466,102,1.3354481,max
6467,102,-0.13867867,max
6468,102,-0.037896425,max
6469,102,0.32626998,max
6470,102,0.5837267,max
6471,102,-0.16583969,max
6472,102,1.6698362,max
6473,102,-1.8388238,max
6474,102,-0.9404447,max
6475,102,0.79901314,max
6476,102,0.9687171,max
6477,102,-0.1733571,max
6478,102,0.6203247,max
6479,102,-0.5339124,max
6480,102,-1.1370802,max
6481,102,-1.0545292,max
6482,102,0.8998692,max
6483,102,1.8991427,max
6484,102,0.87818134,max
6485,102,1.1064624,max
6486,102,1.2434787,max
6487,102,2.2746406,max
6488,102,0.22627169,max
6489,102,1.8456285,max
6490,102,1.3906239,max
6491,102,0.7525176,max
6492,102,1.5194359,max
6493,102,2.1502433,max
6494,102,1.7487257,max
6495,102,0.17007524,max
6496,102,1.5189054,max
6497,102,0.026042402,max
6498,102,-0.6443621,max
6499,102,-1.7534624,max
6500,102,1.4981216,max
6501,102,1.904829,max
6502,102,0.39324248,max
6503,102,0.92178774,max
6504,102,-1.5690126,max
6505,102,-1.0950892,max
6506,102,1.5189047,max
6507,102,0.93437195,max
6508,102,-0.07103966,max
6509,102,1.902797,max
6510,102,-1.0020072,max
6511,102,-0.94569886,max
6512,102,1.8504953,max
6513,102,-1.4873836,max
6514,102,1.7742877,max
6515,102,0.10172391,max
6516,102,-1.1608057,max
6517,102,1.3249316,max
6518,102,1.253395,max
6519,102,-0.69960976,max
6520,102,1.8456202,max
6521,102,1.8282042,max
6522,102,1.5230153,max
6523,102,0.14573056,max
6524,102,-0.558833,max
6525,102,-0.6645529,max
6526,102,0.63872325,max
6527,102,0.69071674,max
6528,103,1.1827631,max
6529,103,1.5090599,max
6530,103,1.3354481,max
6531,103,-0.15078618,max
6532,103,-0.0060086846,max
6533,103,0.37100857,max
6534,103,0.5837267,max
6535,103,-0.16583969,max
6536,103,1.6698362,max
6537,103,-1.8388238,max
6538,103,-0.9404447,max
6539,103,0.86575663,max
6540,103,1.0437745,max
6541,103,-0.1647084,max
6542,103,0.6403394,max
6543,103,-0.5339124,max
6544,103,-1.318191,max
6545,103,-1.0613472,max
6546,103,0.8998692,max
6547,103,1.8903193,max
6548,103,0.87818134,max
6549,103,1.1064624,max
6550,103,1.2434787,max
6551,103,2.2746406,max
6552,103,0.20779884,max
6553,103,1.6096146,max
6554,103,1.4244403,max
6555,103,0.7211585,max
6556,103,1.5216781,max
6557,103,2.1543932,max
6558,103,1.7487257,max
6559,103,0.3312691,max
6560,103,1.5189054,max
6561,103,0.056151986,max
6562,103,-0.55330056,max
6563,103,-1.3595095,max
6564,103,1.4981216,max
6565,103,1.904829,max
6566,103,0.8513094,max
6567,103,0.90250564,max
6568,103,-1.6632142,max
6569,103,-1.0337398,max
6570,103,1.5189047,max
6571,103,0.9269705,max
6572,103,-0.07103966,max
6573,103,1.902797,max
6574,103,-0.997718,max
6575,103,-0.9791717,max
6576,103,1.8504953,max
6577,103,-1.4670653,max
6578,103,1.7742877,max
6579,103,-0.07715617,max
6580,103,-1.2299817,max
6581,103,1.2362019,max
6582,103,1.1731062,max
6583,103,-0.716025,max
6584,103,1.8456202,max
6585,103,1.7082162,max
6586,103,1.483743,max
6587,103,0.11264825,max
6588,103,-0.6865757,max
6589,103,-0.7330494,max
6590,103,0.6256536,max
6591,103,0.6094594,max
6592,104,1.1384282,max
6593,104,1.4651123,max
6594,104,1.3354481,max
6595,104,0.19208425,max
6596,104,-0.07648143,max
6597,104,0.3805833,max
6598,104,0.7274344,max
6599,104,-0.16569476,max
6600,104,1.6698362,max
6601,104,-1.8388238,max
6602,104,-0.9685768,max
6603,104,0.82053506,max
6604,104,1.0437745,max
6605,104,-0.1647084,max
6606,104,0.69729424,max
6607,104,-0.5339124,max
6608,104,-1.1651227,max
6609,104,-1.0105711,max
6610,104,0.8998692,max
6611,104,1.9332616,max
6612,104,0.87818134,max
6613,104,1.2590014,max
6614,104,1.2434787,max
6615,104,2.2746406,max
6616,104,0.34505987,max
6617,104,1.8478327,max
6618,104,1.4244403,max
6619,104,0.80047953,max
6620,104,1.5216781,max
6621,104,2.3275797,max
6622,104,1.7487257,max
6623,104,0.4484083,max
6624,104,1.4270197,max
6625,104,0.06603664,max
6626,104,-0.594226,max
6627,104,-1.2782792,max
6628,104,1.4981216,max
6629,104,1.8986521,max
6630,104,0.7924433,max
6631,104,0.90250564,max
6632,104,-1.5690126,max
6633,104,-1.1509517,max
6634,104,1.4853318,max
6635,104,0.9016597,max
6636,104,-0.07103966,max
6637,104,1.902797,max
6638,104,-0.923029,max
6639,104,-0.7699523,max
6640,104,2.0177045,max
6641,104,-1.499693,max
6642,104,1.694231,max
6643,104,0.121459484,max
6644,104,-1.1685097,max
6645,104,1.2362019,max
6646,104,1.253395,max
6647,104,-0.9479029,max
6648,104,1.8707056,max
6649,104,1.7421472,max
6650,104,1.6072464,max
6651,104,0.3152073,max
6652,104,-0.6865757,max
6653,104,-0.6645529,max
6654,104,0.6256536,max
6655,104,0.69071674,max
6656,105,1.3191556,max
6657,105,1.4415815,max
6658,105,1.3354481,max
6659,105,0.13655782,max
6660,105,-0.06688602,max
6661,105,0.3805833,max
6662,105,0.7274344,max
6663,105,-0.16569476,max
6664,105,1.6698362,max
6665,105,-1.8388238,max
6666,105,-0.9404447,max
6667,105,0.87585986,max
6668,105,1.0437745,max
6669,105,-0.1647084,max
6670,105,0.6787196,max
6671,105,-0.5339124,max
6672,105,-1.0753419,max
6673,105,-1.0105711,max
6674,105,0.8998692,max
6675,105,1.9332616,max
6676,105,0.87818134,max
6677,105,1.2590014,max
6678,105,1.2434787,max
6679,105,2.2970889,max
6680,105,0.43709207,max
6681,105,1.8982117,max
6682,105,1.4244403,max
6683,105,0.792712,max
6684,105,1.5216781,max
6685,105,2.3488708,max
6686,105,1.7487257,max
6687,105,0.4484083,max
6688,105,1.5189054,max
6689,105,0.06603664,max
6690,105,-0.605925,max
6691,105,-1.2782792,max
6692,105,1.51756,max
6693,105,1.8961322,max
6694,105,0.7924433,max
6695,105,0.9877143,max
6696,105,-1.5690126,max
6697,105,-1.0337398,max
6698,105,1.4504241,max
6699,105,0.9269705,max
6700,105,-0.07103966,max
6701,105,1.902797,max
6702,105,-0.92893654,max
6703,105,-0.77627134,max
6704,105,2.0177045,max
6705,105,-1.4670653,max
6706,105,1.694231,max
6707,105,0.07267505,max
6708,105,-1.0843831,max
6709,105,1.2362019,max
6710,105,1.253395,max
6711,105,-0.69960976,max
6712,105,1.8456202,max
6713,105,1.7787075,max
6714,105,1.6072464,max
6715,105,0.3200953,max
6716,105,-0.65133137,max
6717,105,-0.6645529,max
6718,105,0.6256536,max
6719,105,0.68618083,max
6720,106,1.3191556,max
6721,106,1.4651123,max
6722,106,1.3354481,max
6723,106,0.16089499,max
6724,106,-0.08895326,max
6725,106,0.39219475,max
6726,106,0.85286045,max
6727,106,0.02271539,max
6728,106,1.7495229,max
6729,106,-1.7435571,max
6730,106,-0.97234297,max
6731,106,0.87585986,max
6732,106,1.0437745,max
6733,106,-0.17304944,max
6734,106,0.70680046,max
6735,106,-0.57785547,max
6736,106,-1.0753419,max
6737,106,-1.0105711,max
6738,106,0.8998692,max
6739,106,1.9198537,max
6740,106,0.86697066,max
6741,106,1.2424963,max
6742,106,1.2434787,max
6743,106,2.270031,max
6744,106,0.43709207,max
6745,106,1.8354859,max
6746,106,1.4438494,max
6747,106,0.792712,max
6748,106,1.5147227,max
6749,106,2.3562028,max
6750,106,1.7919154,max
6751,106,0.3751676,max
6752,106,1.5189054,max
6753,106,0.021713495,max
6754,106,-0.605925,max
6755,106,-1.2782792,max
6756,106,1.4507537,max
6757,106,1.904829,max
6758,106,0.7924433,max
6759,106,0.876492,max
6760,106,-1.7173054,max
6761,106,-1.0118583,max
6762,106,1.5189047,max
6763,106,0.9016597,max
6764,106,-0.12412141,max
6765,106,1.902797,max
6766,106,-0.9133557,max
6767,106,-0.77627134,max
6768,106,2.0177045,max
6769,106,-1.3229854,max
6770,106,1.7690313,max
6771,106,0.07215136,max
6772,106,-1.0843831,max
6773,106,1.2362019,max
6774,106,1.253395,max
6775,106,-0.6921522,max
6776,106,1.8456202,max
6777,106,1.7787075,max
6778,106,1.6014158,max
6779,106,0.32135296,max
6780,106,-0.8780258,max
6781,106,-0.6439767,max
6782,106,0.62861884,max
6783,106,0.69071674,max
6784,107,1.3361721,max
6785,107,1.4117267,max
6786,107,1.3354481,max
6787,107,0.14344358,max
6788,107,0.016874403,max
6789,107,0.39219475,max
6790,107,0.85286045,max
6791,107,0.02271539,max
6792,107,1.7495229,max
6793,107,-1.7435571,max
6794,107,-0.94861746,max
6795,107,0.87585986,max
6796,107,1.1355103,max
6797,107,0.13454726,max
6798,107,0.7016315,max
6799,107,-0.6114348,max
6800,107,-1.0753419,max
6801,107,-1.0105711,max
6802,107,0.9055159,max
6803,107,1.8703358,max
6804,107,0.79264,max
6805,107,1.4703796,max
6806,107,1.2434787,max
6807,107,2.2882578,max
6808,107,0.4922588,max
6809,107,1.8841062,max
6810,107,1.4244403,max
6811,107,0.792712,max
6812,107,1.5147227,max
6813,107,2.3562028,max
6814,107,1.7919154,max
6815,107,0.4463992,max
6816,107,1.5635806,max
6817,107,0.27392572,max
6818,107,-0.58451986,max
6819,107,-1.2782792,max
6820,107,1.492182,max
6821,107,1.9061356,max
6822,107,0.76353526,max
6823,107,0.9877143,max
6824,107,-1.7173054,max
6825,107,-1.0285938,max
6826,107,1.5189047,max
6827,107,0.84120595,max
6828,107,0.00972119,max
6829,107,1.9488101,max
6830,107,-0.9627555,max
6831,107,-0.76636505,max
6832,107,2.0177045,max
6833,107,-1.4376585,max
6834,107,1.7690313,max
6835,107,-0.85353684,max
6836,107,-1.220772,max
6837,107,0.7212908,max
6838,107,1.1188127,max
6839,107,-0.6921522,max
6840,107,1.8456202,max
6841,107,1.8086791,max
6842,107,1.6014158,max
6843,107,0.35168707,max
6844,107,-0.88013464,max
6845,107,-0.6439767,max
6846,107,0.62861884,max
6847,107,0.68618083,max
6848,108,1.3754988,max
6849,108,1.4651123,max
6850,108,1.3354481,max
6851,108,0.12967554,max
6852,108,0.11276609,max
6853,108,0.39219475,max
6854,108,0.85286045,max
6855,108,0.02271539,max
6856,108,1.7495229,max
6857,108,-1.7435571,max
6858,108,-0.9678209,max
6859,108,0.87585986,max
6860,108,1.0803313,max
6861,108,0.13454726,max
6862,108,0.7372687,max
6863,108,-0.63215196,max
6864,108,-1.0753419,max
6865,108,-1.0105711,max
6866,108,0.73399234,max
6867,108,1.9245381,max
6868,108,0.8301923,max
6869,108,1.4703796,max
6870,108,1.2434787,max
6871,108,2.2882578,max
6872,108,0.4922588,max
6873,108,1.8841062,max
6874,108,1.4674876,max
6875,108,0.7768574,max
6876,108,1.5147227,max
6877,108,2.3562028,max
6878,108,1.7919154,max
6879,108,0.4827323,max
6880,108,1.5635806,max
6881,108,0.23690808,max
6882,108,-0.5797335,max
6883,108,-1.2782792,max
6884,108,1.4594704,max
6885,108,1.904829,max
6886,108,0.785074,max
6887,108,0.9877143,max
6888,108,-1.7173054,max
6889,108,-1.0285938,max
6890,108,1.5189047,max
6891,108,0.99494123,max
6892,108,0.08570701,max
6893,108,1.9151268,max
6894,108,-0.9627555,max
6895,108,-0.76636505,max
6896,108,2.0177045,max
6897,108,-1.3229854,max
6898,108,1.7023177,max
6899,108,0.07215136,max
6900,108,-1.0973015,max
6901,108,1.2362019,max
6902,108,1.1188127,max
6903,108,-0.7754563,max
6904,108,1.8456202,max
6905,108,1.79112,max
6906,108,1.6012167,max
6907,108,0.40087515,max
6908,108,-0.88013464,max
6909,108,-0.6439767,max
6910,108,0.6256536,max
6911,108,0.66429025,max
6912,109,1.3941264,max
6913,109,1.5090599,max
6914,109,1.3134848,max
6915,109,0.19293764,max
6916,109,0.11276609,max
6917,109,0.39219475,max
6918,109,0.9075912,max
6919,109,0.09707138,max
6920,109,1.7495229,max
6921,109,-1.7435571,max
6922,109,-0.9678209,max
6923,109,0.8478395,max
6924,109,1.1088778,max
6925,109,0.13454726,max
6926,109,0.705207,max
6927,109,-0.575405,max
6928,109,-1.0753419,max
6929,109,-0.93319386,max
6930,109,0.73399234,max
6931,109,1.9245381,max
6932,109,0.8315556,max
6933,109,1.4703796,max
6934,109,1.2434787,max
6935,109,2.273925,max
6936,109,0.4922588,max
6937,109,1.859848,max
6938,109,1.4674876,max
6939,109,0.98831177,max
6940,109,1.6298769,max
6941,109,2.3562028,max
6942,109,1.7919154,max
6943,109,0.48474133,max
6944,109,1.5635806,max
6945,109,0.27392572,max
6946,109,-0.5797335,max
6947,109,-1.3113967,max
6948,109,1.4981216,max
6949,109,1.9061356,max
6950,109,0.80099344,max
6951,109,0.9877143,max
6952,109,-1.7173054,max
6953,109,-1.0285938,max
6954,109,1.5189047,max
6955,109,0.88740575,max
6956,109,0.0655562,max
6957,109,1.9048216,max
6958,109,-0.9627555,max
6959,109,-0.7757938,max
6960,109,2.0177045,max
6961,109,-1.4656981,max
6962,109,1.8405132,max
6963,109,0.07215136,max
6964,109,-1.0973015,max
6965,109,1.2362019,max
6966,109,1.1188127,max
6967,109,-0.742012,max
6968,109,1.8456202,max
6969,109,1.8210869,max
6970,109,1.6822569,max
6971,109,0.35168707,max
6972,109,-0.8881009,max
6973,109,-0.64390326,max
6974,109,0.68580204,max
6975,109,0.6952313,max
6976,110,1.401594,max
6977,110,1.4543897,max
6978,110,1.3113881,max
6979,110,0.19293764,max
6980,110,0.10466108,max
6981,110,0.35886568,max
6982,110,0.9438673,max
6983,110,0.09707138,max
6984,110,1.7495229,max
6985,110,-1.7435571,max
6986,110,-0.9678209,max
6987,110,0.8753587,max
6988,110,1.0797551,max
6989,110,0.12621152,max
6990,110,0.6918623,max
6991,110,-0.5727118,max
6992,110,-1.0753419,max
6993,110,-0.9185837,max
6994,110,0.73399234,max
6995,110,1.9245381,max
6996,110,0.62548786,max
6997,110,1.4703796,max
6998,110,1.2725372,max
6999,110,2.2933466,max
7000,110,0.4922588,max
7001,110,1.8780992,max
7002,110,1.3630002,max
7003,110,0.9744495,max
7004,110,1.7432508,max
7005,110,2.350176,max
7006,110,1.7919154,max
7007,110,0.47695327,max
7008,110,1.5635806,max
7009,110,0.32863992,max
7010,110,-0.5797335,max
7011,110,-1.2782792,max
7012,110,1.4981216,max
7013,110,1.9061356,max
7014,110,0.785074,max
7015,110,0.9877143,max
7016,110,-1.7173054,max
7017,110,-1.0285938,max
7018,110,1.5189047,max
7019,110,0.8859316,max
