1519406	13264	595440	7671	18255	94290	127107	7364	760	20230	131241	1913818
1150010	12119	103469	13872	38115	19213	141513	65615	127	15771	78833	683200
772362	298894	511507	26989	67404	23723	207983	40015	196	39841	230118	1359594
1980925	69106	349958	27732	38587	17773	241	37479	205	53950	166573	512609
309010	420493	166204	127340	485055	64416	218562	405366	94234	116	195	239
668485	41999	569404	43220	304224	465154	89655	335308	153082	70	69	38
828603	69295	1108227	134583	1211952	177040	440497	1003320	37431	62	56	37
383259	231049	831410	158107	1434369	3657	240324	712146	357704	90	39	25
