1755333	20612	517636	9288	16439	51052	86159	6185	615	17210	114234	1642074
1175609	10099	104729	12126	33987	17562	121595	56476	107	15025	73023	643384
868636	270964	421527	21118	51170	20769	183833	26392	324	35610	242639	1148086
2116148	46439	365547	28901	38519	17445	177	34230	152	55389	166579	487358
314013	402824	133612	134490	490566	63208	180082	248411	92685	96	155	217
546150	60632	496173	45986	251513	406859	87212	332972	140569	90	46	37
830078	61545	1123880	100786	1239859	151892	353806	649893	35020	74	33	26
318006	262460	876984	166756	1442481	3749	240488	560581	418596	91	36	41
