881	54	22234	78	150	90	2133	38	32	218	1604	242
642	106	4132	71	347	50	5447	41	35	239	496	99
647	928	19329	149	303	41	5384	37	43	245	2163	111
1550	289	19990	170	318	37	24	54	30	703	859	112
373	171	27	7	33	28	26	107	2237	35	24	29
437	49	33	28	37	36	44	106	3588	45	24	30
921	48	29	33	58	19	49	292	743	25	16	24
246	125	22	10	57	16	18	170	10986	44	38	25
