780	55	22308	68	131	123	2054	32	35	163	1578	267
665	102	3839	102	346	47	4736	55	24	237	453	63
358	1035	20113	138	358	26	5405	51	46	220	2095	136
1363	633	17694	244	296	37	33	48	41	611	921	129
351	229	51	36	48	28	26	60	2141	31	24	42
371	45	56	48	26	35	29	88	3435	50	22	37
825	56	38	12	32	34	55	324	731	31	34	38
290	126	29	49	68	27	19	254	9999	39	34	33
